dt:open:high:low:close:value
2020-06-26:40.0:240.0:17.0:18.5:230856408.0
2020-06-29:20.0:27.75:20.0:27.75:239319880.0
2020-06-30:34.0:41.6:31.6:41.6:469407235.0
2020-07-01:36.0:59.8:33.5:42.1:1138207310.0
2020-07-02:45.0:48.15:36.35:39.5:308455655.0
2020-07-03:37.65:39.3:28.3:30.0:263560060.0
2020-07-06:31.0:32.8:26.5:28.0:199141940.0
2020-07-07:28.0:28.95:24.65:25.5:146443570.0
2020-07-08:24.65:28.45:22.9:27.9:198280580.0
2020-07-09:26.5:27.9:24.5:24.5:102271045.0
2020-07-10:25.0:25.0:22.0:22.1:97881695.0
2020-07-13:21.2:21.6:20.15:20.25:48013640.0
2020-07-14:19.9:19.9:17.32:17.36:40763652.0
2020-07-15:17.0:20.4:16.1:17.26:101543341.0
2020-07-16:17.6:18.9:17.6:18.7:39147728.0
2020-07-17:18.92:18.92:17.18:17.28:23624880.0
2020-07-20:17.24:17.24:14.8:14.8:39018456.0
2020-07-21:14.0:15.2:13.54:14.5:29932462.0
2020-07-22:15.0:15.88:14.74:15.36:25927498.0
2020-07-23:15.4:15.4:13.72:13.72:12938870.0
2020-07-24:13.5:14.0:13.0:13.44:11316436.0
2020-07-27:13.1:13.6:12.22:12.66:8312068.0
2020-07-28:12.98:13.54:12.62:12.9:7105242.0
2020-07-29:12.98:13.56:12.7:13.1:14295268.0
2020-07-30:13.6:14.3:13.28:14.3:13692236.0
2020-08-03:13.62:13.96:12.82:12.96:16301856.0
2020-08-04:13.02:13.2:12.8:13.1:4448654.0
2020-08-05:13.2:13.7:12.8:12.92:17148334.0
2020-08-06:13.0:13.38:12.5:12.52:10648166.0
2020-08-07:12.52:12.8:12.32:12.54:4002902.0
2020-08-10:12.62:13.4:12.56:13.3:12018226.0
2020-08-11:13.3:14.2:13.02:14.18:16214596.0
2020-08-12:14.2:14.76:13.2:13.3:25083156.0
2020-08-13:13.32:13.5:13.0:13.4:5397156.0
2020-08-14:13.3:13.96:13.3:13.48:8649420.0
2020-08-17:13.48:13.84:13.04:13.22:7971138.0
2020-08-18:13.26:13.66:13.26:13.42:2854282.0
2020-08-19:13.56:13.96:13.3:13.7:11126946.0
2020-08-20:13.94:13.94:13.48:13.5:5849610.0
2020-08-24:13.5:13.56:13.0:13.04:7857890.0
2020-08-25:13.02:13.28:12.74:13.1:7085820.0
2020-08-26:13.1:13.14:12.86:13.1:1133494.0
2020-08-27:13.1:13.1:12.6:12.62:6645432.0
2020-08-28:12.66:12.96:12.5:12.5:6505866.0
2020-09-01:12.52:12.74:12.4:12.5:3611656.0
2020-09-02:12.48:12.5:12.0:12.1:7220208.0
2020-09-03:12.02:12.02:11.54:11.54:7442566.0
2020-09-04:11.44:11.44:10.22:10.74:8225580.0
2020-09-07:10.74:10.8:10.24:10.5:6891836.0
2020-09-08:10.5:11.3:10.26:11.04:14361794.0
2020-09-09:11.04:11.28:10.54:10.68:6500606.0
2020-09-10:10.5:11.0:10.5:10.58:2488114.0
2020-09-11:10.88:10.88:10.36:10.46:2515358.0
2020-09-14:10.6:10.6:10.36:10.36:1879208.0
2020-09-15:10.36:10.6:10.26:10.3:3013926.0
2020-09-16:10.3:10.5:10.24:10.5:1760892.0
2020-09-17:10.6:10.6:10.3:10.48:864622.0
2020-09-18:10.48:10.94:10.32:10.52:5464400.0
2020-09-21:10.56:10.6:10.32:10.34:3337678.0
2020-09-22:10.32:10.4:10.0:10.4:4633412.0
2020-09-23:10.38:10.76:10.02:10.4:2210556.0
2020-09-24:10.4:10.4:10.06:10.12:4230476.0
2020-09-25:10.12:10.12:10.06:10.1:2198234.0
2020-09-28:10.04:10.12:9.78:9.91:7399945.0
2020-09-29:9.8:9.81:9.5:9.62:3959533.0
2020-09-30:9.53:9.8:9.45:9.45:4196403.0
2020-10-01:9.45:9.88:9.3:9.67:5260797.0
2020-10-02:9.85:9.85:9.4:9.4:2309856.0
2020-10-05:9.4:9.45:8.6:8.93:4687358.0
2020-10-06:8.9:8.93:8.29:8.33:5358308.0
2020-10-07:8.33:12.4:8.29:10.4:60393323.0
2020-10-08:10.76:10.8:9.56:10.0:24629892.0
2020-10-09:10.2:11.5:10.02:10.7:42416254.0
2020-10-12:10.84:11.08:10.18:11.0:19643060.0
2020-10-13:11.0:11.0:10.2:10.22:15170432.0
2020-10-14:10.26:10.66:9.71:10.52:20220275.0
2020-10-15:10.68:11.2:10.5:11.08:26973274.0
2020-10-16:10.98:11.88:10.62:11.7:29490572.0
2020-10-19:11.98:12.34:11.3:11.44:23099892.0
2020-10-20:11.3:11.68:10.78:10.78:17332884.0
2020-10-21:10.82:11.4:10.78:10.84:8437828.0
2020-10-22:11.12:11.2:10.86:11.0:5927306.0
2020-10-23:11.24:12.0:11.02:12.0:18812564.0
2020-10-26:12.0:12.18:11.56:12.0:7185932.0
2020-10-27:12.0:12.96:11.62:12.88:15080174.0
2020-10-28:12.64:13.08:12.54:13.04:16488488.0
2020-10-29:12.9:13.24:12.4:12.5:22869186.0
2020-10-30:12.48:12.9:12.38:12.84:6553936.0
2020-11-03:13.0:13.2:12.62:13.0:5697954.0
2020-11-04:13.06:13.48:12.88:13.08:7165032.0
2020-11-05:13.08:13.08:12.42:12.52:10999724.0
2020-11-06:12.7:12.7:12.1:12.5:8532762.0
2020-11-09:12.5:13.0:12.5:13.0:8561550.0
2020-11-10:13.0:13.5:12.8:13.12:8530332.0
2020-11-11:13.0:13.46:12.92:13.34:5555302.0
2020-11-13:13.32:13.7:13.08:13.62:9788658.0
2020-11-16:13.62:13.8:13.3:13.3:14284858.0
2020-11-17:13.3:13.3:12.86:12.86:16117304.0
2020-11-18:12.8:13.1:12.8:12.88:5183668.0
2020-11-19:13.0:13.2:12.9:12.98:4641380.0
2020-11-20:12.98:13.34:12.82:12.9:5972702.0
2020-11-23:12.9:13.3:12.88:13.2:6424706.0
2020-11-24:13.2:13.2:12.94:13.02:5007234.0
2020-11-25:13.36:14.2:13.02:14.1:26032424.0
2020-11-26:14.3:15.38:14.12:14.14:29705614.0
2020-11-27:14.48:15.0:14.24:14.92:7153596.0
2020-12-01:15.2:16.04:15.2:15.52:12709132.0
2020-12-02:15.8:16.0:15.0:15.3:11656202.0
2020-12-03:15.0:15.68:15.0:15.3:7409800.0
2020-12-04:15.42:15.6:14.5:15.28:11776062.0
2020-12-07:15.02:15.46:14.6:14.7:15100240.0
2020-12-09:14.8:14.8:14.44:14.5:6398252.0
2020-12-10:14.5:14.9:14.44:14.7:2798640.0
2020-12-11:14.54:15.16:14.42:15.02:6272680.0
2020-12-14:15.16:15.36:15.04:15.12:3852668.0
2020-12-15:15.14:15.24:14.5:14.78:6847942.0
2020-12-16:14.78:14.98:14.52:14.66:3134004.0
2020-12-17:14.66:14.9:13.5:13.8:14491016.0
2020-12-18:13.82:13.9:13.1:13.54:10800132.0
2020-12-21:13.64:13.66:13.16:13.36:6424182.0
2020-12-22:13.36:13.44:13.04:13.3:4345574.0
2020-12-23:13.28:13.76:13.02:13.66:3066494.0
2020-12-28:13.62:13.62:12.5:12.7:11607674.0
2020-12-29:12.6:12.7:12.3:12.4:4159364.0
2021-01-04:12.2:13.0:12.2:12.2:4204444.0
2021-01-05:12.2:12.4:12.0:12.04:4999014.0
2021-01-06:12.08:12.1:11.3:11.7:6728528.0
2021-01-07:12.06:12.56:11.74:12.4:2137404.0
2021-01-08:12.4:12.72:12.06:12.72:1756718.0
2021-01-11:12.7:13.22:12.7:13.12:5165728.0
2021-01-12:13.12:13.12:12.68:12.68:5075332.0
2021-01-13:12.68:13.1:12.52:13.08:2426050.0
2021-01-14:12.74:13.0:12.6:12.84:4613786.0
2021-01-15:12.8:13.6:12.8:13.4:10182672.0
2021-01-18:13.48:17.1:13.48:17.0:87623436.0
2021-01-19:18.5:21.75:18.5:20.0:88183970.0
2021-01-20:23.0:30.0:22.0:28.6:186745000.0
2021-01-21:30.0:32.8:20.05:21.5:117862870.0
2021-01-22:19.6:22.0:18.0:21.45:27568837.0
2021-01-25:21.45:23.0:19.5:19.5:16350927.0
2021-01-26:19.0:19.48:15.3:15.54:40502536.0
2021-01-27:15.82:17.46:15.8:17.0:13001048.0
2021-01-28:17.2:20.8:16.3:20.5:32922205.0
2021-01-29:21.0:21.0:19.0:19.0:9854840.0
2021-02-01:19.0:20.85:17.8:19.9:17615932.0
2021-02-02:20.05:21.0:19.0:19.04:11492340.0
2021-02-03:19.32:20.95:19.32:19.82:5433463.0
2021-02-04:20.65:20.65:19.8:19.96:3144683.0
2021-02-05:20.4:22.75:20.0:22.2:36357100.0
2021-02-08:22.7:22.75:20.25:21.1:17344815.0
2021-02-09:21.25:22.75:20.8:22.0:10671590.0
2021-02-10:22.3:23.8:21.7:23.2:25833035.0
2021-02-11:23.4:23.55:22.3:23.2:9740970.0
2021-02-15:23.25:23.25:21.95:22.95:8883740.0
2021-02-16:22.9:22.9:21.25:21.5:13995755.0
2021-02-17:21.25:22.0:20.0:20.0:15186695.0
2021-02-18:20.0:21.8:20.0:20.1:5450820.0
2021-02-19:21.35:21.35:19.4:21.0:9040689.0
2021-02-22:21.0:21.0:19.8:20.35:2451945.0
2021-02-23:20.2:20.45:19.4:19.6:5243434.0
2021-02-24:19.9:20.0:18.0:19.0:10572644.0
2021-02-26:18.5:20.5:18.5:19.5:2441464.0
2021-03-01:19.5:20.35:19.5:19.9:2041270.0
2021-03-02:20.0:21.8:20.0:21.1:21118210.0
2021-03-03:22.15:25.6:21.15:25.1:61225855.0
2021-03-04:25.3:27.0:23.0:24.5:30478605.0
2021-03-05:24.5:24.55:22.6:22.7:15699415.0
2021-03-08:23.0:23.0:20.0:21.8:19491115.0
2021-03-09:21.7:22.4:20.3:21.5:5653950.0
2021-03-10:21.5:22.0:20.3:20.95:6517490.0
2021-03-11:20.95:21.8:20.7:20.95:3476430.0
2021-03-12:21.05:21.45:20.55:20.9:6496840.0
2021-03-15:20.5:22.0:19.0:20.0:6363579.0
2021-03-16:19.9:20.0:19.2:19.9:4846262.0
2021-03-17:19.9:20.5:19.9:20.3:2653030.0
2021-03-18:20.3:20.75:20.05:20.4:1968810.0
2021-03-19:20.4:20.75:19.54:20.15:2627141.0
2021-03-22:19.5:20.0:18.5:18.7:4442350.0
2021-03-23:18.82:19.58:18.7:19.4:5508928.0
2021-03-24:19.44:19.5:19.0:19.5:1506620.0
2021-03-25:19.5:19.9:19.0:19.9:2181676.0
2021-03-26:19.9:19.9:19.1:19.3:4389794.0
2021-03-29:19.08:19.9:18.7:19.7:1981532.0
2021-03-30:19.9:19.9:18.9:19.4:4276510.0
2021-03-31:19.4:19.5:18.7:19.4:1848356.0
2021-04-05:18.72:19.34:18.52:18.8:2037706.0
2021-04-06:19.0:19.22:18.98:19.08:1895488.0
2021-04-07:19.22:19.9:19.22:19.66:2319378.0
2021-04-08:19.48:20.05:19.48:19.88:3013775.0
2021-04-12:19.88:21.2:19.88:20.9:9504583.0
2021-04-13:21.0:21.4:19.52:19.54:5294137.0
2021-04-14:19.36:20.5:19.36:19.64:2490504.0
2021-04-15:19.62:20.3:19.5:19.5:3875923.0
2021-04-16:19.44:19.7:19.42:19.62:1315338.0
2021-04-19:19.62:19.72:19.44:19.72:2275442.0
2021-04-20:19.7:19.7:19.4:19.7:2310896.0
2021-04-21:19.7:19.76:19.38:19.4:1991860.0
2021-04-22:19.4:19.68:18.3:18.5:7289296.0
2021-04-23:18.5:19.26:18.5:18.58:1614224.0
2021-04-26:18.3:18.8:17.6:18.8:8234486.0
2021-04-27:18.2:19.16:18.2:18.46:177954.0
2021-04-28:18.46:18.9:18.46:18.9:264296.0
2021-04-29:18.5:19.02:18.04:18.36:1325948.0
2021-04-30:18.36:18.5:18.36:18.48:677672.0
2021-05-03:18.02:18.24:18.0:18.06:2598514.0
2021-05-04:18.0:18.08:17.4:17.86:4071070.0
2021-05-05:18.8:18.8:17.54:17.88:483680.0
2021-05-06:18.56:18.56:17.52:17.88:567148.0
2021-05-07:17.88:18.0:17.48:17.8:403380.0
2021-05-10:17.8:18.0:17.6:17.96:149424.0
2021-05-11:17.5:17.88:17.48:17.88:766452.0
2021-05-12:17.52:17.88:17.42:17.88:569614.0
2021-05-14:17.4:17.8:17.1:17.8:1133654.0
2021-05-17:17.06:17.8:17.04:17.04:1476338.0
2021-05-18:17.04:17.48:16.0:16.78:8449856.0
2021-05-19:16.5:16.8:16.0:16.6:5262386.0
2021-05-20:16.04:16.84:16.04:16.7:2836718.0
2021-05-21:16.6:16.88:16.38:16.62:2447940.0
2021-05-24:16.62:16.9:16.5:16.64:1039788.0
2021-05-25:16.64:16.66:16.4:16.62:248426.0
2021-05-26:16.8:17.5:16.8:17.38:2354046.0
2021-05-27:17.38:17.5:17.2:17.48:1237690.0
2021-05-28:17.5:17.78:17.5:17.78:891544.0
2021-05-31:17.5:18.0:17.5:17.52:3586632.0
2021-06-01:17.9:17.9:17.5:17.5:56200.0
2021-06-02:17.5:17.9:17.5:17.9:2352934.0
2021-06-03:17.54:17.94:17.54:17.9:408126.0
2021-06-04:17.96:18.0:17.5:17.82:2063604.0
2021-06-07:17.82:17.9:17.3:17.8:280364.0
2021-06-08:17.4:17.5:17.1:17.5:1166286.0
2021-06-09:17.98:18.02:17.6:17.84:1193566.0
2021-06-10:17.8:17.8:17.2:17.2:3734474.0
2021-06-11:17.2:17.58:17.18:17.26:360712.0
2021-06-14:17.16:17.7:17.14:17.4:1219122.0
2021-06-15:17.4:17.6:17.24:17.3:1160032.0
2021-06-16:17.6:17.6:17.38:17.6:1219152.0
2021-06-17:17.36:18.88:17.36:18.0:8670938.0
2021-06-18:18.2:18.5:18.1:18.3:2747208.0
2021-06-21:18.3:18.5:18.1:18.12:1604822.0
2021-06-22:18.1:18.1:18.0:18.0:1725864.0
2021-06-23:18.0:18.18:17.8:18.0:1817188.0
2021-06-24:18.0:18.0:17.64:17.64:2299034.0
2021-06-25:17.62:18.0:17.34:17.34:694694.0
2021-06-28:17.5:17.62:17.5:17.62:2216354.0
2021-06-29:17.68:17.92:17.4:17.4:1874728.0
2021-06-30:17.4:17.52:17.4:17.42:3294176.0
2021-07-01:17.42:17.48:17.22:17.3:904250.0
2021-07-02:17.24:17.9:17.1:17.32:1015372.0
2021-07-05:17.32:17.78:17.14:17.3:1247034.0
2021-07-06:17.32:17.5:17.32:17.42:1067794.0
2021-07-07:17.32:17.5:17.1:17.5:1770214.0
2021-07-08:17.56:17.56:17.02:17.48:3182404.0
2021-07-09:17.46:17.46:16.8:17.4:4112308.0
2021-07-12:16.62:17.4:16.62:17.0:6812348.0
2021-07-13:17.14:17.48:16.98:17.0:1237652.0
2021-07-14:16.94:17.0:16.92:17.0:1200872.0
2021-07-15:16.94:17.0:16.86:17.0:1160042.0
2021-07-16:17.3:17.3:16.74:16.74:1628432.0
2021-07-19:16.74:16.74:16.56:16.6:1467950.0
2021-07-21:17.2:17.2:16.58:16.58:1057680.0
2021-07-22:17.1:17.16:16.76:17.14:759318.0
2021-07-23:16.64:16.9:16.62:16.9:1018552.0
2021-07-26:16.9:16.96:16.68:16.72:1462466.0
2021-07-27:17.0:17.0:16.72:17.0:947286.0
2021-07-28:16.7:16.98:16.7:16.98:630974.0
